#meta:tz=America/Blanc-Sablon|America/Dawson_Creek|America/Detroit|America/Edmonton|America/Goose_Bay|America/Halifax|America/Iqaluit|America/Los_Angeles|America/Moncton|America/New_York|America/Phoenix|America/Regina|America/St_Johns|America/Swift_Current|America/Toronto|America/Vancouver|America/Whitehorse|America/Winnipeg|America/Yellowknife|Etc/GMT-3|Timezone|timezone;admin=---:---|AB:Alberta|BC:British Columbia|MB:Manitoba|NB:New Brunswick|NEW BRUNSWICK: Quispamsis|NL:Newfoundland and Labrador|NS:Nova Scotia|NT:Northwest Territories|ON:Ontario|PE:Prince Edward Island|QC:Quebec|QUEBEC / QUÉBEC:Quebec / Québec|SK:Saskatchewan|YT:Yukon;levels=Province
Code,Name,Timezone,IsDefault,Admin1,Admin1Code
"A0B1K0","Chance Cove",12,true,6,6
"A0B1L0","Chapel Arm",12,true,6,6
"A0B1M0","Colinet",12,true,6,6
"A0B1N0","Come By Chance",12,true,6,6
"A0B1P0","Dildo",12,true,6,6
"A0B1R0","South Dildo",12,true,6,6
"A0B1S0","Dunville",12,true,6,6
"A0B1T0","Fair Haven",12,true,6,6
"A0B1V0","Fox Harbour Pb",12,true,6,6
"A0B1W0","Freshwater Pb",12,true,6,6
"A0B1X0","Greens Harbour",12,true,6,6
"A0B1Y0","Hants Harbour",12,true,6,6
"A0B1Z0","Heart'S Content",12,true,6,6
"A0B2A0","Heart'S Delight",12,true,6,6
"A0B2B0","Heart'S Desire",12,true,6,6
"A0B2C0","Hopeall",12,true,6,6
"A0B2E0","Islington",12,true,6,6
"A0B2G0","Jerseyside",12,true,6,6
"A0B2H0","Little Harbour East Pb",12,true,6,6
"A0B2J0","Long Harbour",12,true,6,6
"A0B2L0","Mount Arlington Heights",12,true,6,6
"A0B2M0","Mount Carmel",12,true,6,6
"A0B2N0","New Chelsea",12,true,6,6
"A0B2P0","New Harbour Tb",12,true,6,6
"A0B2R0","New Melbourne",12,true,6,6
"A0B2S0","New Perlican",12,true,6,6
"A0B2T0","Normans Cove",12,true,6,6
"A0B2V0","North Harbour Smb",12,true,6,6
"A0B2W0","Old Shop",12,true,6,6
"A0B2Y0","Placentia",12,true,6,6
"A0B2Z0","St Brides",12,true,6,6
"A0B3A0","Mount Carmel",12,false,6,6
"A0B3A0","St Josephs Sal",12,true,6,6
"A0B3B0","St Marys",12,true,6,6
"A0B3C0","St Vincents",12,true,6,6
"A0B3E0","Ship Harbour Pb",12,true,6,6
"A0B3H0","Southern Harbour Pb",12,true,6,6
"A0B3J0","Sunnyside",12,true,6,6
"A0B3K0","Whitbourne",12,true,6,6
"A0B3L0","Whiteway",12,true,6,6
"A0B3M0","Winterton",12,true,6,6
"A0B3P0","Turks Cove",12,true,6,6
"A0C0A1","Bunyans Cove",12,true,6,6
"A0C0A2","Newmans Cove",12,true,6,6
"A0C0A3","Plate Cove West",12,true,6,6
"A0C0A4","Port Union",12,true,6,6
"A0C0A5","Bloomfield",12,true,6,6
"A0C0A6","Bonavista",12,true,6,6
"A0C0A7","Elliston",12,true,6,6
"A0C0A8","Knights Cove",12,true,6,6
"A0C0A9","Sweet Bay",12,true,6,6
"A0C0B1","Trinity Tb",12,true,6,6
"A0C0B2","Princeton",12,true,6,6
"A0C0B3","Melrose",12,true,6,6
"A0C0B4","Charlottetown",12,true,6,6
"A0C0B5","Summerville",12,true,6,6
"A0C0B6","Hickmans Harbour",12,true,6,6
"A0C0B7","Lethbridge",12,true,6,6
"A0C0B8","Tickle Cove",12,true,6,6
"A0C0B9","Plate Cove East",12,true,6,6
"A0C0C1","Little Catalina",12,true,6,6
"A0C0C2","Kings Cove",12,true,6,6
"A0C0C3","Catalina",12,true,6,6
"A0C0C4","Port Rexton",12,true,6,6
"A0C0C5","Southern Bay",12,true,6,6
"A0C0C6","Port Blandford",12,true,6,6
"A0C0C7","Musgravetown",12,true,6,6
"A0C0C8","Open Hall",12,true,6,6
"A0C0C9","Keels",12,true,6,6
"A0C1A0","Bloomfield",12,true,6,6
"A0C1B0","Bonavista",12,true,6,6
"A0C1E0","Bunyans Cove",12,true,6,6
"A0C1G0","Burgoynes Cove",12,true,6,6
"A0C1H0","Cannings Cove",12,true,6,6
"A0C1J0","Catalina",12,true,6,6
"A0C1K0","Charleston",12,true,6,6
"A0C1L0","Charlottetown",12,true,6,6
"A0C1M0","Duntara",12,true,6,6
"A0C1N0","Elliston",12,true,6,6
"A0C1P0","Hickmans Harbour",12,true,6,6
"A0C1R0","Keels",12,true,6,6
"A0C1S0","Kings Cove",12,true,6,6
"A0C1T0","Knights Cove",12,true,6,6
"A0C1V0","Lethbridge",12,true,6,6
"A0C1W0","Little Catalina",12,true,6,6
"A0C1Y0","Melrose",12,true,6,6
"A0C1Z0","Musgravetown",12,true,6,6
"A0C2A0","Newmans Cove",12,true,6,6
"A0C2B0","Open Hall",12,true,6,6
"A0C2C0","Plate Cove East",12,true,6,6
"A0C2E0","Plate Cove West",12,true,6,6
"A0C2G0","Port Blandford",12,true,6,6
"A0C2H0","Port Rexton",12,true,6,6
"A0C2J0","Port Union",12,true,6,6
"A0C2K0","Princeton",12,true,6,6
"A0C2M0","Southern Bay",12,true,6,6
"A0C2N0","Summerville",12,true,6,6
"A0C2P0","Sweet Bay",12,true,6,6
"A0C2R0","Tickle Cove",12,true,6,6
"A0C2S0","Trinity Tb",12,true,6,6
"A0E0A1","Baine Harbour",12,true,6,6
"A0E0A2","Burin",12,true,6,6
"A0E0A3","English Harbour East",12,true,6,6
"A0E0A4","Garnish",12,true,6,6
"A0E0A5","Lamaline",12,true,6,6
"A0E0A6","Marystown",12,true,6,6
"A0E0A7","Swift Current",12,true,6,6
"A0E0A8","Grand Bank",12,true,6,6
"A0E0A9","Hillview",12,true,6,6
"A0E0B1","Lawn",12,true,6,6
"A0E0B2","Red Harbour Pb",12,true,6,6
"A0E0B3","St Bernards-Jacques Fontaine",12,true,6,6
"A0E0B4","Lewins Cove",12,true,6,6
"A0E0B5","Monkstown",12,true,6,6
"A0E0B6","Garden Cove Pb",12,true,6,6
"A0E0B7","Terrenceville",12,true,6,6
"A0E0B8","Hodges Cove",12,true,6,6
"A0E0B9","Little Bay East",12,true,6,6
"A0E0C1","Burin Bay Arm",12,true,6,6
"A0E0C2","Gooseberry Cove",12,true,6,6
"A0E0C3","Harbour Mille",12,true,6,6
"A0E0C4","South East Bight",12,true,6,6
"A0E0C5","Creston",12,true,6,6
"A0E0C6","Parkers Cove",12,true,6,6
"A0E0C7","Fortune",12,true,6,6
"A0E0C8","Creston North",12,true,6,6
"A0E0C9","Rushoon",12,true,6,6
"A0E0E1","Epworth",12,true,6,6
"A0E0E2","Grand Beach",12,true,6,6
"A0E0E3","St Lawrence",12,true,6,6
"A0E1A0","Baine Harbour",12,true,6,6
"A0E1B0","Bay L'Argent",12,true,6,6
"A0E1C0","Boat Harbour West",12,true,6,6
"A0E1E0","Burin",12,true,6,6
"A0E1G0","Burin Bay Arm",12,true,6,6
"A0E1H0","Parkers Cove",12,true,6,6
"A0E1K0","Creston",12,true,6,6
"A0E1L0","Creston North",12,true,6,6
"A0E1M0","English Harbour East",12,true,6,6
"A0E1N0","Epworth",12,true,6,6
"A0E1P0","Fortune",12,true,6,6
"A0E1R0","Frenchmans Cove Fb",4,true,6,6
"A0E1R0","Frenchmans Cove Fb",12,false,6,6
"A0E1S0","Garden Cove Pb",12,true,6,6
"A0E1T0","Garnish",12,true,6,6
"A0E1V0","Gooseberry Cove",12,true,6,6
"A0E1W0","Grand Bank",12,true,6,6
"A0E1X0","Grand Beach",12,true,6,6
"A0E1Y0","Grand Le Pierre",12,true,6,6
"A0E1Z0","Harbour Mille",12,true,6,6
"A0E2A0","Hillview",12,true,6,6
"A0E2B0","Hodges Cove",12,true,6,6
"A0E2C0","Lamaline",12,true,6,6
"A0E2E0","Lawn",12,true,6,6
"A0E2G0","Lewins Cove",12,true,6,6
"A0E2H0","Little Bay Pb",12,true,6,6
"A0E2J0","Little Bay East",12,true,6,6
"A0E2K0","Little Hearts Ease",12,true,6,6
"A0E2L0","Little St Lawrence",12,true,6,6
"A0E2M0","Marystown",12,true,6,6
"A0E2N0","North Harbour Pb",4,true,6,6
"A0E2N0","North Harbour Pb",12,false,6,6
"A0E2P0","North West Brook",12,true,6,6
"A0E2R0","Red Harbour Pb",12,true,6,6
"A0E2S0","Rushoon",12,true,6,6
"A0E2T0","St Bernards-Jacques Fontaine",12,true,6,6
"A0E2V0","St Lawrence",12,true,6,6
"A0E2W0","Swift Current",12,true,6,6
"A0E2X0","Terrenceville",12,true,6,6
"A0E2Y0","Winterland",12,true,6,6
"A0E2Z0","Monkstown",12,true,6,6
"A0E3A0","Petite Forte",12,true,6,6
"A0E3B0","South East Bight",12,true,6,6
"A0G0A1","Aspen Cove",12,true,6,6
"A0G0A2","Cottlesville",12,true,6,6
"A0G0A3","Eastport",12,true,6,6
"A0G0A4","Hare Bay Bb",12,true,6,6
"A0G0A5","Indian Bay Bb",12,true,6,6
"A0G0A6","Norris Arm",12,true,6,6
"A0G0A7","Port Albert",12,true,6,6
"A0G0A8","Glovertown South",12,true,6,6
"A0G0A9","Birchy Bay",12,true,6,6
"A0G0B1","Glenwood",12,true,6,6
"A0G0B2","Stoneville",12,true,6,6
"A0G0B3","Island Harbour",12,true,6,6
"A0G0B4","Laurenceton",12,true,6,6
"A0G0B5","Little Burnt Bay",12,true,6,6
"A0G0B6","Pound Cove",12,true,6,6
"A0G0B7","Twillingate",12,true,6,6
"A0G0B8","Joe Batts Arm",12,true,6,6
"A0G0B9","Wareham-Centreville",12,true,6,6
"A0G0C1","Benton",12,true,6,6
"A0G0C2","Campbellton",12,true,6,6
"A0G0C3","Carmanville",12,true,6,6
"A0G0C4","Musgrave Harbour",12,true,6,6
"A0G0C5","Trinity Bb",12,true,6,6
"A0G0C6","St Chads",12,true,6,6
"A0G0C7","Baytona",12,true,6,6
"A0G0C8","Valley Pond",12,true,6,6
"A0G0C9","Fogo",12,true,6,6
"A0G0E1","Badgers Quay",12,true,6,6
"A0G0E2","Bridgeport",12,true,6,6
"A0G0E3","Cape Freels North",12,true,6,6
"A0G0E4","Dover",12,true,6,6
"A0G0E5","Gander Bay South",12,true,6,6
"A0G0E6","Herring Neck",12,true,6,6
"A0G0E7","Moretons Harbour",12,true,6,6
"A0G0E8","St Brendans",12,true,6,6
"A0G0E9","Sandringham",12,true,6,6
"A0G0G1","Wings Point",12,true,6,6
"A0G0G2","Durrell",12,true,6,6
"A0G0G3","Gander Bay",12,true,6,6
"A0G0G4","Hillgrade",12,true,6,6
"A0G0G5","Summerford",12,true,6,6
"A0G0G6","Comfort Cove-Newstead",12,true,6,6
"A0G0G7","Carters Cove",12,true,6,6
"A0G0G8","Glovertown",12,true,6,6
"A0G0G9","Lumsden",12,true,6,6
"A0G0H1","Ladle Cove",12,true,6,6
"A0G0H2","Gambo South",12,true,6,6
"A0G0H3","Greenspond",12,true,6,6
"A0G0H4","Lewisporte",12,true,6,6
"A0G0H5","Tilting",12,true,6,6
"A0G0H6","Templeman",12,true,6,6
"A0G0H7","Boyds Cove",12,true,6,6
"A0G0H8","Gambo",12,true,6,6
"A0G0H9","Horwood",12,true,6,6
"A0G0J1","Loon Bay",12,true,6,6
"A0G0J2","Salvage",12,true,6,6
"A0G0J3","Victoria Cove",12,true,6,6
"A0G0J4","Wesleyville",12,true,6,6
"A0G0J5","Change Islands",12,true,6,6
"A0G0J6","Deadmans Bay",12,true,6,6
"A0G0J7","Newtown",12,true,6,6
"A0G0J8","Seldom",12,true,6,6
"A0G0J9","Traytown",12,true,6,6
"A0G0K1","Embree",12,true,6,6
"A0G0K2","Brookfield",12,true,6,6
"A0G1A0","Aspen Cove",12,true,6,6
"A0G1B0","Badgers Quay",12,true,6,6
"A0G1C0","Benton",12,true,6,6
"A0G1E0","Birchy Bay",12,true,6,6
"A0G1G0","Boyds Cove",12,true,6,6
"A0G1H0","Bridgeport",12,true,6,6
"A0G1J0","Brookfield",12,true,6,6
"A0G1K0","Burnside",12,true,6,6
"A0G1L0","Campbellton",12,true,6,6
"A0G1M0","Cape Freels North",12,true,6,6
"A0G1N0","Carmanville",12,true,6,6
"A0G1P0","Carters Cove",12,true,6,6
"A0G1R0","Change Islands",12,true,6,6
"A0G1S0","Cottlesville",12,true,6,6
"A0G1T0","Gambo",12,true,6,6
"A0G1V0","Deadmans Bay",12,true,6,6
"A0G1W0","Deep Bay",12,true,6,6
"A0G1X0","Dover",12,true,6,6
"A0G1Y0","Durrell",12,true,6,6
"A0G1Z0","Eastport",12,true,6,6
"A0G2A0","Embree",12,true,6,6
"A0G2B0","Fogo",12,true,6,6
"A0G2C0","Frederickton",12,true,6,6
"A0G2E0","Gambo South",12,true,6,6
"A0G2G0","Gander Bay",12,true,6,6
"A0G2H0","Gander Bay South",12,true,6,6
"A0G2J0","Baytona",12,true,6,6
"A0G2K0","Glenwood",12,true,6,6
"A0G2L0","Glovertown",12,true,6,6
"A0G2M0","Glovertown South",12,true,6,6
"A0G2M0","Northeast Newfoundland (lewisporte)",12,false,6,6
"A0G2N0","Greenspond",12,true,6,6
"A0G2P0","Hare Bay Bb",12,true,6,6
"A0G2P0","Northeast Newfoundland (lewisporte)",12,false,6,6
"A0G2R0","Herring Neck",12,true,6,6
"A0G2S0","Hillgrade",12,true,6,6
"A0G2T0","Horwood",12,true,6,6
"A0G2V0","Indian Bay Bb",12,true,6,6
"A0G2W0","Island Harbour",12,true,6,6
"A0G2X0","Joe Batts Arm",12,true,6,6
"A0G2X0","Northeast Newfoundland (lewisporte)",12,false,6,6
"A0G2Y0","Ladle Cove",12,true,6,6
"A0G2Z0","Laurenceton",12,true,6,6
"A0G3A0","Lewisporte",12,true,6,6
"A0G3B0","Little Burnt Bay",12,true,6,6
"A0G3C0","Loon Bay",12,true,6,6
"A0G3E0","Lumsden",12,true,6,6
"A0G3G0","Main Point",12,true,6,6
"A0G3H0","Moretons Harbour",12,true,6,6
"A0G3J0","Musgrave Harbour",12,true,6,6
"A0G3K0","Comfort Cove-Newstead",12,true,6,6
"A0G3L0","Newtown",12,true,6,6
"A0G3M0","Norris Arm",12,true,6,6
"A0G3N0","Norris Arm Northside",12,true,6,6
"A0G3P0","Pools Island",12,true,6,6
"A0G3R0","Port Albert",12,true,6,6
"A0G3S0","Pound Cove",12,true,6,6
"A0G3T0","Rodgers Cove",12,true,6,6
"A0G3V0","St Brendans",12,true,6,6
"A0G3W0","St Chads",12,true,6,6
"A0G3X0","Salvage",12,true,6,6
"A0G3Y0","Sandringham",12,true,6,6
"A0G3Z0","Seldom",12,true,6,6
"A0G4A0","Shalloway Cove",12,true,6,6
"A0G4B0","Stag Harbour",12,true,6,6
"A0G4C0","Stoneville",12,true,6,6
"A0G4E0","Summerford",12,true,6,6
"A0G4G0","Templeman",12,true,6,6
"A0G4H0","Tilting",12,true,6,6
"A0G4J0","Tizzards Harbour",12,true,6,6
"A0G4K0","Traytown",12,true,6,6
"A0G4L0","Trinity Bb",12,true,6,6
"A0G4M0","Twillingate",12,true,6,6
"A0G4N0","Victoria Cove",12,true,6,6
"A0G4P0","Wareham-Centreville",12,true,6,6
"A0G4R0","Wesleyville",12,true,6,6
"A0G4R0","Northeast Newfoundland (lewisporte)",12,false,6,6
"A0G4S0","Valley Pond",12,true,6,6
"A0G4T0","Wings Point",12,true,6,6
"A0H0A1","Pools Cove",12,true,6,6
"A0H0A2","Belleoram",12,true,6,6
"A0H0A3","Peterview",12,true,6,6
"A0H0A4","Harbour Breton",12,true,6,6
"A0H0A5","English Harbour West",12,true,6,6
"A0H0A6","St Albans",12,true,6,6
"A0H0A7","Hermitage",12,true,6,6
"A0H0A8","Milltown",12,true,6,6
"A0H0A9","Conne River",12,true,6,6
"A0H0B1","Botwood",12,true,6,6
"A0H0B2","Bishops Falls",12,true,6,6
"A0H0B3","Leading Tickles",12,true,6,6
"A0H0B4","Millertown",12,true,6,6
"A0H0B5","Head Bay D'Espoir",12,true,6,6
"A0H0B6","Buchans",12,true,6,6
"A0H0B7","Badger",12,true,6,6
"A0H0B8","Gaultois",12,true,6,6
"A0H0B9","Mccallum",12,true,6,6
"A0H0C1","Point Leamington",12,true,6,6
"A0H0C2","Seal Cove Fb",12,true,6,6
"A0H0C3","Rencontre East",12,true,6,6
"A0H1A0","Badger",12,true,6,6
"A0H1B0","Belleoram",12,true,6,6
"A0H1C0","Bishops Falls",12,true,6,6
"A0H1E0","Botwood",12,true,6,6
"A0H1G0","Buchans",12,true,6,6
"A0H1H0","Buchans Junction",12,true,6,6
"A0H1J0","Conne River",12,true,6,6
"A0H1L0","Cottrells Cove",12,true,6,6
"A0H1M0","English Harbour West",12,true,6,6
"A0H1N0","Gaultois",12,true,6,6
"A0H1P0","Harbour Breton",12,true,6,6
"A0H1R0","Head Bay D'Espoir",12,true,6,6
"A0H1S0","Hermitage",12,true,6,6
"A0H1T0","Leading Tickles",12,true,6,6
"A0H1V0","Millertown",12,true,6,6
"A0H1W0","Milltown",12,true,6,6
"A0H1Y0","Peterview",12,true,6,6
"A0H1Z0","Point Leamington",12,true,6,6
"A0H2A0","Point Of Bay",12,true,6,6
"A0H2B0","Pools Cove",12,true,6,6
"A0H2C0","Rencontre East",12,true,6,6
"A0H2E0","St Albans",12,true,6,6
"A0H2G0","Seal Cove Fb",12,true,6,6
"A0H2J0","Mccallum",12,true,6,6
"A0J0A1","Brighton",12,true,6,6
"A0J0A2","Pilleys Island",12,true,6,6
"A0J0A3","South Brook Gb",12,true,6,6
"A0J0A4","Little Bay Ndb",12,true,6,6
"A0J0A5","Kings Point",12,true,6,6
"A0J0A6","Springdale",12,true,6,6
"A0J0A7","Roberts Arm",12,true,6,6
"A0J0A8","Triton",12,true,6,6
"A0J0A9","Beaumont",12,true,6,6
"A0J0B1","Little Bay Islands",12,true,6,6
"A0J0B2","Miles Cove",12,true,6,6
"A0J1A0","Beaumont",12,true,6,6
"A0J1B0","Brighton",12,true,6,6
"A0J1E0","Harrys Harbour",12,true,6,6
"A0J1G0","Jacksons Cove",12,true,6,6
"A0J1H0","Kings Point",12,true,6,6
"A0J1J0","Little Bay Ndb",12,true,6,6
"A0J1K0","Little Bay Islands",12,true,6,6
"A0J1L0","Miles Cove",12,true,6,6
"A0J1M0","Pilleys Island",12,true,6,6
"A0J1N0","Port Anson",12,true,6,6
"A0J1P0","Rattling Brook",12,true,6,6
"A0J1R0","Roberts Arm",12,true,6,6
"A0J1S0","South Brook Gb",12,true,6,6
"A0J1T0","Beachside",12,false,6,6
"A0J1T0","Springdale",12,true,6,6
"A0J1V0","Triton",12,true,6,6
"A0K0A1","Conche",12,true,6,6
"A0K0A2","Flowers Cove",12,true,6,6
"A0K0A3","Hampden",12,true,6,6
"A0K0A4","Harbour Round",12,true,6,6
"A0K0A5","Raleigh",12,true,6,6
"A0K0A6","Rocky Harbour",12,true,6,6
"A0K0A7","Forteau",12,true,6,6
"A0K0A8","Birchy Head",12,true,6,6
"A0K0A9","Baie Verte",12,true,6,6
"A0K0B1","Englee",12,true,6,6
"A0K0B2","Fleur De Lys",12,true,6,6
"A0K0B3","St Lewis",12,true,6,6
"A0K0B4","Woodstock",12,true,6,6
"A0K0B5","Black Tickle",4,true,6,6
"A0K0B5","Black Tickle",12,false,6,6
"A0K0B6","Port Au Choix",12,true,6,6
"A0K0B7","Roddickton",12,true,6,6
"A0K0B8","Shoe Cove",12,true,6,6
"A0K0B9","Sops Arm",12,true,6,6
"A0K0C1","Charlottetown Lab",4,true,6,6
"A0K0C1","Charlottetown Lab",12,false,6,6
"A0K0C2","Sandy Cove",12,true,6,6
"A0K0C3","Brents Cove",12,true,6,6
"A0K0C4","Cow Head",12,true,6,6
"A0K0C5","Seal Cove Wb",12,true,6,6
"A0K0C6","Black Duck Cove",12,true,6,6
"A0K0C7","Daniels Harbour",12,true,6,6
"A0K0C8","Marys Harbour",12,true,6,6
"A0K0C9","Port Hope Simpson",12,true,6,6
